# -*- text -*-
# Punkt	      Kreuzung                           Dir    Zyk grün      rot
# ----------------------------------------------------------------------------
Do, 22.10.1998
2770,10024    Kurfürstendamm/Westfälische Str.   W->O   60  16:00:29  15:58:58
3092,9886     Westfälische/Joachim-Friedrich-Str W->O       16:01:41  16:01:05
3127,9522     Westfälische/Nestorstr.            W->O       16:02:12  16:01:41
3431,9763     Westfälische/Paulsborner Str.      W->O       16:03:12  16:02:34
3699,9613     Westfälische/Eisenzahnstr.         W->O       16:03:48
4009,9465     Westfälische/Konstanzer Str.       W->O   60  16:04:38  16:04:58
4347,9290     Fehrbelliner Platz (Auto)          NW->SO     16:07:03  16:07:22
4347,9290     Fehrbelliner Platz (Rad)           NW->SO               +5s
4777,8870     Brandenburgische Str./Berliner Str NW->O      16:09:10  16:09:22
4918,8872     Berliner Str./Uhlandstr. (Rad)     W->O   60  16:11:19  16:10:40
5505,8832     Badensche Str./Bundesallee         W->O       16:14:00
5655,8828     Badensche Str./Prinzregentenstr.   W->O   60  16:14:13  16:14:38
6023,8799     Badensche Str./Meraner Str.        W->O       16:15:41
6195,8793     Badensche Str./Innsbrucker Str.    W->O       16:16:39  16:16:03
6460,8688     Martin-Luther-Str./Dominicusstr.   N->SO  70  16:17:36
6460,8688     Martin-Luther-S/Dominicuss. (Auto) O->W   70  16:19:42  16:18:38
6460,8688     Martin-Luther-S/Dominicuss. (Rad)  O->W   70  16:19:29  16:19:35
6860,8878     Belziger Str./Eisenacher Str.      W->O   40  16:21:05  16:21:14
7110,9024     Belziger Str./Akazienstr.          W->O   40  16:22:23  16:22:31
7201,8870     Akazienstr./Hauptstr.              NW->SO     16:23:29
7497,8916     Kolonnenstr./Feurigstr.            W->O       16:24:25
7563,8871     Kolonnenstr./Naumannstr.           W->O       16:25:50  16:25:10
8291,8773     Dudenstr./Loewenhardtdamm          W->O   70  16:27:30  16:26:55
8594,8777     Dudenstr./Katzbachstr              W->O   70  16:27:44  16:28:11

# Punkt	      Kreuzung                           Dir    Zyk grün      rot
# ----------------------------------------------------------------------------
Mo,  2.11.1998
9248,9350     Kreuzbergstr/Mehringdamm (Auto)    W->O       11:47:18
9248,9350     Kreuzbergstr/Mehringdamm (Rad)     W->O       11:47:16
