# -*- text -*-
# ----------------------------------------------------------------------------
Do, 22.10.1998
6532,10529    Kleiststr/An der Urania            O->W   60  17:33:34  17:33:45
6133,10679    Tauentzienstr/Passauer Str.        O->W       17:35:52
5782,10884    Tauentzienstr/Rankestr.            O->W   60  17:36:40  17:37:05

# ----------------------------------------------------------------------------
Di, 10.11.1998
5782,10884    Tauentzienstr/Rankestr.            W->O       18:15:40
6133,10679    Tauentzienstr/Passauer Str.        W->O       18:17:13
6216,10614    Wittenbergplatz                    W->O       18:18:23  18:17:54
6353,10583    Kleiststr/Bayreuther Str.          W->O       18:18:34
6532,10529    Kleiststr/An der Urania            W->O       18:19:31  18:18:49
6937,10363    Kleiststr/Motzstr.                 W->O       18:20:49
7869,9917     Dennewitzplatz                     N->S       18:25:10
8192,9619     Yorckstr./Bautzener Str.           W->O       18:26:57
8595,9495     Yorckstr/Katzbachstr.              NW->NO     18:28:32
9334,9670     Yorckstr/Mehringdamm               W->O       18:31:24  18:30:47
9552,9602     Gneisenaustr/Nostitzstr            W->O       18:31:20
9248,9350     Mehringdamm/Kreuzbergstr (Rad)     N->S                 18:32:09
9248,9350     Mehringdamm/Kreuzbergstr (Auto)    N->S       18:32:53  18:32:15
9229,8785     Mehringdamm/Dudenstr               N->S       18:33:32

# ----------------------------------------------------------------------------
Mi, 11.11.1998
9229,8785     Mehringdamm/Dudenstr               N->S       11:57:02
9229,8785     Mehringdamm/Dudenstr               O->W       11:57:42
9801,8683     Columbiadamm/Friesenstr            O->W       11:59:12
11023,9597    Urbanstr/Grimmstr (Rad)            S->N       12:05:48
11141,9732    Grimmstr/Dieffenbachstr            S->N       12:05:13  12:05:38

# ----------------------------------------------------------------------------
Mi, 11.11.1998
10605,10312   Prinzenstr/Gitschiner Str          S->N   70  12:06:05  12:06:17
10122,10294   Gitschiner Str/Alexandrinnenstr.   O->W       12:08:12
9873,10285    Gitschiner Str/Lindenstr           O->W       12:08:57
9404,10250    Hallesches Ufer/Wilhelmstr         O->W       12:10:30  12:11:25

# ----------------------------------------------------------------------------
Do, 12.11.1998
9248,9350     Mehringdamm/Kreuzbergstr (Rad)     W->O       14:00:27
9248,9350     Mehringdamm/Kreuzbergstr (Rad)     S->N       14:00:56
9334,9670     Mehringdamm/Gneisenaustr           S->N       14:01:55
10357,9807    Urbanstr/Baerwaldstr.              W->O       14:05:29
10564,9755    Urbanstr/Geibelstr.                W->O       14:06:09

# ----------------------------------------------------------------------------
Fr, 13.11.1998
